artist,song,week_number,chart_rank,date
"Keith, Toby",Country Comes To Town,11,54.0,2000-10-14
Beenie Man,Girls Dem Sugar,11,84.0,2000-12-30
"Hill, Faith",Let's Make Love,11,54.0,2000-10-21
Kelis,Caught Out There,11,75.0,2000-02-12
3 Doors Down,Loser,11,61.0,2000-12-30
Brooks & Dunn,You'll Always Be Loved By Me,11,62.0,2000-08-19
"Chesney, Kenny",What I Need To Do,11,56.0,2000-06-10
"Stone, Angie",No More Rain (In This Cloud),11,63.0,2000-03-04
Da Brat,That's What I'm Looking For,11,71.0,2000-05-06
Papa Roach,Last Resort,11,63.0,2000-10-07
"Adams, Yolanda",Open My Heart,11,66.0,2000-11-04
Shyne,Bad Boyz,11,74.0,2000-11-18
R.E.M.,The Great Beyond,11,60.0,2000-03-04
"Diffie, Joe",It's Always Somethin',11,92.0,2000-10-21
"McGraw, Tim",Some Things Never Change,11,58.0,2000-07-22
"Henley, Don",Taking You Home,11,71.0,2000-09-02
Nas,You Owe Me,11,75.0,2000-06-03
Sister Hazel,Change Your Mind,11,84.0,2000-09-23
"McBride, Martina",There You Are,11,63.0,2000-11-18
Splender,I Think God Can Explain,11,95.0,2000-08-19
M2M,Mirror Mirror,11,74.0,2000-06-10
Joe,Treat Her Like A Lady,11,78.0,2000-10-14
"Blige, Mary J.",Deep Inside,11,63.0,2000-01-22
"Price, Kelly",You Should've Told Me,11,64.0,2000-12-02
Changing Faces,That Other Woman,11,97.0,2000-12-09
Limp Bizkit,Rollin',11,80.0,2001-01-20
Hot Boys,I Need A Hot Girl,11,92.0,2000-04-29
"Adkins, Trace",More,11,92.0,2000-07-08
DMX,What's My Name,11,100.0,2000-03-25
Red Hot Chili Peppers,Californication,11,74.0,2000-10-07
Third Eye Blind,Deep Inside Of You,11,95.0,2000-11-11
"Anthony, Marc",My Baby You,11,73.0,2000-11-25
"Loveless, Patty",That's The Kind Of Mood I'm In,11,71.0,2000-11-25
"Rimes, LeAnn",Can't Fight The Moonlight,11,77.0,2000-11-18
Lil Wayne,Tha Block Is Hot,11,95.0,2000-02-12
Drama,"Left, Right, Left",11,100.0,2000-04-22
Limp Bizkit,N 2 Gether Now,11,96.0,2000-02-12
Ying Yang Twins,Whistle While You Twurk,11,97.0,2000-05-27
"Walker, Clay","Live, Laugh, Love",11,98.0,2000-02-12
Big Punisher,It's So Hard,11,90.0,2000-07-01
"Worley, Darryl",When You Need My Love,11,80.0,2000-08-26
Lil' Kim,How Many Licks?,11,96.0,2001-02-03
"Cagle, Chris",My Love Goes On And On,11,91.0,2000-12-30
Metallica,I Disappear,11,83.0,2000-07-22
Jay-Z,Hey Papi,11,85.0,2000-10-21
Fatboy Slim,The Rockafeller Skank,11,76.0,2000-01-22
Ginuwine,The Best Man I Can Be,11,85.0,2000-03-18
Stone Temple Pilots,Sour Girl,11,91.0,2000-09-16
"Cyrus, Billy Ray",You Won't Be Lonely Now,11,80.0,2000-12-02
Clark Family Experience,Meanwhile Back At The Ranch,11,85.0,2001-01-27
"Thomas, Carl",Summer Rain,11,95.0,2000-12-02
Trick Daddy,Shut Up,11,97.0,2000-07-29
Madison Avenue,Don't Call Me Baby,11,88.0,2000-09-16
Limp Bizkit,Re-Arranged,11,89.0,2000-02-12
"Hart, Beth",L.A. Song,11,91.0,2000-02-05
Destiny's Child,Independent Women Part I,12,1.0,2000-12-09
Santana,"Maria, Maria",12,1.0,2000-04-29
Savage Garden,I Knew I Loved You,12,6.0,2000-01-08
Madonna,Music,12,2.0,2000-10-28
"Aguilera, Christina",Come On Over Baby (All I Want Is You),12,1.0,2000-10-21
Janet,Doesn't Really Matter,12,1.0,2000-09-02
Destiny's Child,Say My Name,12,14.0,2000-03-11
"Iglesias, Enrique",Be With You,12,4.0,2000-06-17
Sisqo,Incomplete,12,4.0,2000-09-09
Lonestar,Amazed,12,24.0,1999-08-21
N'Sync,It's Gonna Be Me,12,4.0,2000-07-22
"Aguilera, Christina",What A Girl Wants,12,3.0,2000-02-12
Vertical Horizon,Everything You Want,12,15.0,2000-04-08
Creed,With Arms Wide Open,12,79.0,2000-07-29
Aaliyah,Try Again,12,8.0,2000-06-03
matchbox twenty,Bent,12,6.0,2000-07-15
"Carey, Mariah",Thank God I Found You,12,2.0,2000-02-26
"Hill, Faith",Breathe,12,23.0,2000-01-22
Mya,Case Of The Ex (Whatcha Gonna Do),12,10.0,2000-11-04
Dream,He Loves U Not,12,8.0,2000-12-16
"Braxton, Toni",He Wasn't Man Enough,12,5.0,2000-06-03
"Anthony, Marc",You Sang To Me,12,13.0,2000-05-13
98¡,Give Me Just One Night (Una Noche),12,22.0,2000-11-04
Destiny's Child,Jumpin' Jumpin',12,8.0,2000-07-29
3 Doors Down,Kryptonite,12,51.0,2000-06-24
Sisqo,Thong Song,12,6.0,2000-04-15
"Aguilera, Christina",I Turn To You,12,3.0,2000-07-01
"Houston, Whitney",My Love Is Your Love,12,8.0,1999-11-20
Joe,I Wanna Know,12,25.0,2000-03-18
"Jordan, Montell",Get It On.. Tonite,12,20.0,2000-01-08
N'Sync,Bye Bye Bye,12,4.0,2000-04-15
Eminem,The Real Slim Shady,12,9.0,2000-07-22
Pink,Most Girls,12,5.0,2000-10-28
"Mumba, Samantha",Gotta Tell You,12,5.0,2000-11-25
Blaque,Bring It All To Me,12,9.0,2000-01-08
"Elliott, Missy ""Misdemeanor""",Hot Boyz,12,11.0,2000-02-12
"Gray, Macy",I Try,12,7.0,2000-05-06
N'Sync,This I Promise You,12,7.0,2000-12-16
Ruff Endz,No More,12,8.0,2000-09-16
"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,12,6.0,2000-03-18
Nine Days,Absolutely (Story Of A Girl),12,6.0,2000-07-22
"Dion, Celine",That's The Way It Is,12,8.0,2000-01-29
Blink-182,All The Small Things,12,6.0,2000-02-19
Eiffel 65,Blue (Da Ba Dee),12,19.0,2000-02-26
"Badu, Erkyah",Bag Lady,12,11.0,2000-11-04
Pink,There U Go,12,17.0,2000-05-20
Creed,Higher,12,57.0,1999-11-27
Nelly,(Hot S**t) Country Grammar,12,30.0,2000-07-15
Next,Wifey,12,20.0,2000-08-12
Sonique,It Feels So Good,12,13.0,2000-04-08
"Spears, Britney",Oops!.. I Did It Again,12,15.0,2000-07-08
"Backstreet Boys, The",Shape Of My Heart,12,19.0,2000-12-30
Everclear,Wonderful,12,25.0,2000-09-23
Ja Rule,Between Me And You,12,14.0,2000-12-02
"Rimes, LeAnn",I Need You,12,11.0,2000-08-12
Smash Mouth,Then The Morning Comes,12,15.0,2000-01-15
Jay-Z,I Just Wanna Love U (Give It 2 Me),12,12.0,2001-01-13
Jagged Edge,Let's Get Married,12,15.0,2000-07-22
Filter,Take A Picture,12,13.0,2000-02-12
"Martin, Ricky",She Bangs,12,29.0,2000-12-23
Mystikal,Shake Ya Ass,12,13.0,2000-10-28
BBMak,Back Here,12,15.0,2000-07-15
"Spears, Britney",From The Bottom Of My Broken Heart,12,45.0,2000-04-15
Third Eye Blind,Never Let You Go,12,16.0,2000-04-08
Red Hot Chili Peppers,Otherside,12,29.0,2000-04-29
Profyle,Liar,12,43.0,2000-12-02
Barenaked Ladies,Pinch Me,12,15.0,2000-11-25
Jagged Edge,He Can't Love U,12,24.0,2000-02-26
504 Boyz,Wobble Wobble,12,70.0,2000-07-01
Sting,Desert Rose,12,19.0,2000-07-29
Jay-Z,Big Pimpin',12,18.0,2000-07-08
Kid Rock,Only God Knows Why,12,25.0,2000-05-06
Foo Fighters,Learn To Fly,12,22.0,2000-01-01
"Dixie Chicks, The",Goodbye Earl,12,88.0,2000-06-03
Lil Bow Wow,Bounce With Me,12,36.0,2000-11-04
Westlife,Swear It Again,12,25.0,2000-06-17
Train,Meet Virginia,12,21.0,1999-12-25
"Thomas, Carl",I Wish,12,26.0,2000-06-10
"Simpson, Jessica",I Think I'm In Love With You,12,38.0,2000-09-16
Ludacris,What's Your Fantasy,12,21.0,2000-12-16
Lil' Zane,Callin' Me,12,84.0,2000-10-14
M2M,Don't Say You Love Me,12,98.0,2000-02-05
SoulDecision,Faded,12,27.0,2000-09-23
"Brock, Chad",Yes!,12,27.0,2000-06-24
"Martin, Ricky",Shake Your Bon-Bon,12,28.0,2000-02-05
Vertical Horizon,You're A God,12,23.0,2000-11-11
Avant,Separated,12,28.0,2000-07-15
"Rimes, LeAnn",Big Deal,12,23.0,2000-01-01
IMx,Stay The Night,12,36.0,1999-12-25
Dr. Dre,The Next Episode,12,27.0,2000-08-12
Savage Garden,Crash And Burn,12,39.0,2000-06-24
Kandi,Don't Think I'm Not,12,26.0,2000-10-21
Sammie,I Like It,12,24.0,2000-04-15
Goo Goo Dolls,Broadway,12,33.0,2000-07-08
"Moore, Mandy",I Wanna Be With You,12,53.0,2000-09-02
Dr. Dre,Forgot About Dre,12,26.0,2000-04-08
D'Angelo,Untitled (How Does It Feel),12,44.0,2000-04-08
"Messina, Jo Dee",That's The Way,12,28.0,2000-09-09
Avant,My First Love,12,31.0,2001-01-20
Son By Four,A Puro Dolor (Purest Of Pain),12,48.0,2000-06-24
Da Brat,What'Chu Like,12,28.0,2000-08-19
DMX,Party Up (Up In Here),12,27.0,2000-05-13
"Dixie Chicks, The",Cowboy Take Me Away,12,27.0,2000-02-12
"McGraw, Tim",My Next Thirty Years,12,40.0,2001-01-06
"Tritt, Travis",Best Of Intentions,12,31.0,2000-11-04
Alice Deejay,Better Off Alone,12,37.0,2000-06-24
Hoku,Another Dumb Blonde,12,56.0,2000-05-06
Counting Crows,Hanginaround,12,29.0,2000-01-22
Mary Mary,Shackles (Praise You),12,39.0,2000-06-10
"McGraw, Tim",My Best Friend,12,33.0,2000-02-12
Sugar Ray,Falls Apart,12,49.0,2000-04-01
"Jones, Donell",Where I Wanna Be,12,29.0,2000-07-08
"Paisley, Brad",We Danced,12,42.0,2000-12-30
Lonestar,What About Now,12,30.0,2000-08-26
"Backstreet Boys, The",The One,12,90.0,2000-08-12
"Keith, Toby",How Do You Like Me Now?!,12,31.0,2000-04-15
"Strait, George",The Best Day,12,33.0,2000-04-15
"Dixie Chicks, The",Without You,12,31.0,2000-12-23
Musiq,Just Friends (Sunny),12,31.0,2000-12-30
"McEntire, Reba",What Do You Say,12,43.0,2000-01-15
"Braxton, Toni",Just Be A Man About It,12,53.0,2000-10-14
"Iglesias, Enrique",Rhythm Divine,12,51.0,2000-02-19
"Fabian, Lara",I Will Love Again,12,45.0,2000-08-26
Bon Jovi,It's My Life,12,34.0,2000-10-28
"Evans, Sara",Born To Fly,12,46.0,2001-01-06
"Chesney, Kenny",I Lost It,12,45.0,2001-01-06
J-Shin,One Night Stand,12,45.0,2000-03-11
Eve,Love Is Blind,12,59.0,2000-03-25
Aaliyah,I Don't Wanna,12,37.0,2000-04-15
"Montgomery, John Michael",The Little Girl,12,42.0,2000-11-25
"Carter, Aaron",Aaron's Party (Come Get It),12,83.0,2000-11-11
"Vassar, Phil",Just Another Day In Paradise,12,41.0,2000-12-16
Ice Cube,You Can Do It,12,89.0,2000-02-19
"Wills, Mark",Back At One,12,52.0,2000-04-01
Lucy Pearl,Dance Tonight,12,43.0,2000-08-05
"Jackson, Alan",It Must Be Love,12,37.0,2000-09-09
"Griggs, Andy",She's More,12,43.0,2000-05-27
No Doubt,Simple Kind Of Life,12,100.0,2000-09-16
"Jean, Wyclef",911,12,49.0,2000-12-23
Rascal Flatts,Prayin' For Daylight,12,46.0,2000-07-22
Vitamin C,Graduation (Friends Forever),12,87.0,2000-07-01
"Gilman, Billy",One Voice,12,38.0,2000-09-02
Lonestar,Smile,12,41.0,2000-03-04
"Rogers, Kenny",Buy Me A Rose,12,54.0,2000-05-27
"Lawrence, Tracy",Lessons Learned,12,40.0,2000-04-15
"Strait, George",Go On,12,46.0,2000-11-11
Sisqo,Got To Get It,12,51.0,2000-02-05
Baha Men,Who Let The Dogs Out,12,53.0,2000-10-07
"Walker, Clay",The Chain Of Love,12,53.0,2000-07-01
"McBride, Martina",Love's The Only House,12,42.0,2000-04-22
"Tippin, Aaron",Kiss This,12,60.0,2000-11-11
SheDaisy,I Will.. But,12,43.0,2000-09-30
"Raye, Collin",Couldn't Last A Moment,12,46.0,2000-06-03
Black Rob,Whoa!,12,57.0,2000-05-20
"Jackson, Alan",Pop A Top,12,47.0,2000-01-29
"Black, Clint",Been There,12,55.0,2000-05-06
Common,The Light,12,56.0,2000-10-21
"Vassar, Phil",Carlene,12,56.0,2000-05-20
"Jackson, Alan",www.memory,12,67.0,2001-01-20
"Eastsidaz, The",G'D Up,12,82.0,2000-03-25
Ideal,Whatever,12,50.0,2000-08-26
"Thomas, Carl",Emotional,12,62.0,2001-02-10
Ginuwine,None Of Ur Friends Business,12,71.0,2000-02-26
"Davidson, Clay",Unconditional,12,50.0,2000-06-10
DMX,What You Want,12,55.0,2000-09-16
"John, Elton",Someday Out Of The Blue,12,89.0,2000-07-08
Mya,The Best Of Me,12,84.0,2000-07-01
"Heatherly, Eric",Flowers On The Wall,12,60.0,2000-07-15
Eminem,Stan,12,77.0,2001-01-20
"McEntire, Reba",I'll Be,12,51.0,2000-07-29
"Urban, Keith",Your Everything,12,66.0,2000-09-30
"Gill, Vince",Feels Like Love,12,52.0,2000-11-18
"Houston, Whitney",Could I Have This Kiss Forever,12,70.0,2000-09-02
Bloodhound Gang,The Bad Touch,12,98.0,2000-06-03
"Williams, Robbie",Angels,12,83.0,2000-02-05
"Messina, Jo Dee",Because You Love Me,12,72.0,2000-04-15
"Keith, Toby",Country Comes To Town,12,62.0,2000-10-21
Beenie Man,Girls Dem Sugar,12,92.0,2001-01-06
"Hill, Faith",Let's Make Love,12,69.0,2000-10-28
Kelis,Caught Out There,12,90.0,2000-02-19
3 Doors Down,Loser,12,59.0,2001-01-06
Brooks & Dunn,You'll Always Be Loved By Me,12,56.0,2000-08-26
"Chesney, Kenny",What I Need To Do,12,56.0,2000-06-17
"Stone, Angie",No More Rain (In This Cloud),12,73.0,2000-03-11
Da Brat,That's What I'm Looking For,12,72.0,2000-05-13
Papa Roach,Last Resort,12,60.0,2000-10-14
"Adams, Yolanda",Open My Heart,12,68.0,2000-11-11
Shyne,Bad Boyz,12,81.0,2000-11-25
R.E.M.,The Great Beyond,12,63.0,2000-03-11
"Diffie, Joe",It's Always Somethin',12,92.0,2000-10-28
"McGraw, Tim",Some Things Never Change,12,59.0,2000-07-29
"Henley, Don",Taking You Home,12,71.0,2000-09-09
Nas,You Owe Me,12,82.0,2000-06-10
Sister Hazel,Change Your Mind,12,87.0,2000-09-30
"McBride, Martina",There You Are,12,82.0,2000-11-25
Splender,I Think God Can Explain,12,100.0,2000-08-26
M2M,Mirror Mirror,12,70.0,2000-06-17
Joe,Treat Her Like A Lady,12,84.0,2000-10-21
"Blige, Mary J.",Deep Inside,12,67.0,2000-01-29
"Price, Kelly",You Should've Told Me,12,64.0,2000-12-09
Limp Bizkit,Rollin',12,86.0,2001-01-27
Hot Boys,I Need A Hot Girl,12,95.0,2000-05-06
Red Hot Chili Peppers,Californication,12,69.0,2000-10-14
Third Eye Blind,Deep Inside Of You,12,93.0,2000-11-18
"Anthony, Marc",My Baby You,12,74.0,2000-12-02
"Loveless, Patty",That's The Kind Of Mood I'm In,12,72.0,2000-12-02
"Rimes, LeAnn",Can't Fight The Moonlight,12,76.0,2000-11-25
Drama,"Left, Right, Left",12,98.0,2000-04-29
Ying Yang Twins,Whistle While You Twurk,12,96.0,2000-06-03
Big Punisher,It's So Hard,12,88.0,2000-07-08
"Worley, Darryl",When You Need My Love,12,75.0,2000-09-02
Metallica,I Disappear,12,82.0,2000-07-29
Jay-Z,Hey Papi,12,91.0,2000-10-28
Fatboy Slim,The Rockafeller Skank,12,95.0,2000-01-29
Ginuwine,The Best Man I Can Be,12,89.0,2000-03-25
Stone Temple Pilots,Sour Girl,12,94.0,2000-09-23
"Cyrus, Billy Ray",You Won't Be Lonely Now,12,89.0,2000-12-09
Clark Family Experience,Meanwhile Back At The Ranch,12,91.0,2001-02-03
Madison Avenue,Don't Call Me Baby,12,88.0,2000-09-23
Limp Bizkit,Re-Arranged,12,93.0,2000-02-19
"Hart, Beth",L.A. Song,12,97.0,2000-02-12
Anastacia,I'm Outta Love,12,97.0,2000-06-17
Destiny's Child,Independent Women Part I,13,1.0,2000-12-16
Santana,"Maria, Maria",13,1.0,2000-05-06
Savage Garden,I Knew I Loved You,13,4.0,2000-01-15
Madonna,Music,13,2.0,2000-11-04
"Aguilera, Christina",Come On Over Baby (All I Want Is You),13,1.0,2000-10-28
Janet,Doesn't Really Matter,13,1.0,2000-09-09
Destiny's Child,Say My Name,13,1.0,2000-03-18
"Iglesias, Enrique",Be With You,13,1.0,2000-06-24
Sisqo,Incomplete,13,5.0,2000-09-16
Lonestar,Amazed,13,27.0,1999-08-28
N'Sync,It's Gonna Be Me,13,1.0,2000-07-29
"Aguilera, Christina",What A Girl Wants,13,3.0,2000-02-19
Vertical Horizon,Everything You Want,13,13.0,2000-04-15
Creed,With Arms Wide Open,13,84.0,2000-08-05
Aaliyah,Try Again,13,6.0,2000-06-10
matchbox twenty,Bent,13,1.0,2000-07-22
"Carey, Mariah",Thank God I Found You,13,4.0,2000-03-04
"Hill, Faith",Breathe,13,23.0,2000-01-29
Mya,Case Of The Ex (Whatcha Gonna Do),13,9.0,2000-11-11
Dream,He Loves U Not,13,5.0,2000-12-23
"Braxton, Toni",He Wasn't Man Enough,13,11.0,2000-06-10
"Anthony, Marc",You Sang To Me,13,13.0,2000-05-20
98¡,Give Me Just One Night (Una Noche),13,29.0,2000-11-11
Destiny's Child,Jumpin' Jumpin',13,6.0,2000-08-05
3 Doors Down,Kryptonite,13,47.0,2000-07-01
Sisqo,Thong Song,13,5.0,2000-04-22
"Aguilera, Christina",I Turn To You,13,3.0,2000-07-08
"Houston, Whitney",My Love Is Your Love,13,6.0,1999-11-27
Joe,I Wanna Know,13,23.0,2000-03-25
"Jordan, Montell",Get It On.. Tonite,13,19.0,2000-01-15
N'Sync,Bye Bye Bye,13,4.0,2000-04-22
Eminem,The Real Slim Shady,13,16.0,2000-07-29
Pink,Most Girls,13,5.0,2000-11-04
"Mumba, Samantha",Gotta Tell You,13,7.0,2000-12-02
Blaque,Bring It All To Me,13,10.0,2000-01-15
"Elliott, Missy ""Misdemeanor""",Hot Boyz,13,7.0,2000-02-19
"Gray, Macy",I Try,13,6.0,2000-05-13
N'Sync,This I Promise You,13,10.0,2000-12-23
Ruff Endz,No More,13,10.0,2000-09-23
"Backstreet Boys, The",Show Me The Meaning Of Being Lonely,13,6.0,2000-03-25
Nine Days,Absolutely (Story Of A Girl),13,6.0,2000-07-29
"Dion, Celine",That's The Way It Is,13,9.0,2000-02-05
Blink-182,All The Small Things,13,8.0,2000-02-26
Eiffel 65,Blue (Da Ba Dee),13,21.0,2000-03-04
"Badu, Erkyah",Bag Lady,13,15.0,2000-11-11
Pink,There U Go,13,19.0,2000-05-27
Creed,Higher,13,57.0,1999-12-04
Nelly,(Hot S**t) Country Grammar,13,23.0,2000-07-22
Next,Wifey,13,19.0,2000-08-19
Sonique,It Feels So Good,13,11.0,2000-04-15
"Spears, Britney",Oops!.. I Did It Again,13,17.0,2000-07-15
"Backstreet Boys, The",Shape Of My Heart,13,29.0,2001-01-06
Everclear,Wonderful,13,11.0,2000-09-30
Ja Rule,Between Me And You,13,17.0,2000-12-09
"Rimes, LeAnn",I Need You,13,11.0,2000-08-19
Smash Mouth,Then The Morning Comes,13,12.0,2000-01-22
Jay-Z,I Just Wanna Love U (Give It 2 Me),13,12.0,2001-01-20
Jagged Edge,Let's Get Married,13,11.0,2000-07-29
Filter,Take A Picture,13,15.0,2000-02-19
"Martin, Ricky",She Bangs,13,43.0,2000-12-30
Mystikal,Shake Ya Ass,13,13.0,2000-11-04
BBMak,Back Here,13,18.0,2000-07-22
"Spears, Britney",From The Bottom Of My Broken Heart,13,54.0,2000-04-22
Third Eye Blind,Never Let You Go,13,16.0,2000-04-15
Red Hot Chili Peppers,Otherside,13,29.0,2000-05-06
Profyle,Liar,13,54.0,2000-12-09
Barenaked Ladies,Pinch Me,13,15.0,2000-12-02
Jagged Edge,He Can't Love U,13,26.0,2000-03-04
504 Boyz,Wobble Wobble,13,75.0,2000-07-08
Sting,Desert Rose,13,19.0,2000-08-05
Jay-Z,Big Pimpin',13,20.0,2000-07-15
Kid Rock,Only God Knows Why,13,25.0,2000-05-13
Foo Fighters,Learn To Fly,13,26.0,2000-01-08
"Dixie Chicks, The",Goodbye Earl,13,96.0,2000-06-10
Lil Bow Wow,Bounce With Me,13,40.0,2000-11-11
Westlife,Swear It Again,13,21.0,2000-06-24
Train,Meet Virginia,13,21.0,2000-01-01
"Thomas, Carl",I Wish,13,23.0,2000-06-17
"Simpson, Jessica",I Think I'm In Love With You,13,57.0,2000-09-23
Ludacris,What's Your Fantasy,13,24.0,2000-12-23
Lil' Zane,Callin' Me,13,95.0,2000-10-21
SoulDecision,Faded,13,27.0,2000-09-30
"Brock, Chad",Yes!,13,22.0,2000-07-01
"Martin, Ricky",Shake Your Bon-Bon,13,22.0,2000-02-12
Vertical Horizon,You're A God,13,25.0,2000-11-18
Avant,Separated,13,27.0,2000-07-22
"Rimes, LeAnn",Big Deal,13,30.0,2000-01-08
IMx,Stay The Night,13,36.0,2000-01-01
Dr. Dre,The Next Episode,13,32.0,2000-08-19
Savage Garden,Crash And Burn,13,46.0,2000-07-01
Kandi,Don't Think I'm Not,13,28.0,2000-10-28
Sammie,I Like It,13,36.0,2000-04-22
Goo Goo Dolls,Broadway,13,46.0,2000-07-15
"Moore, Mandy",I Wanna Be With You,13,65.0,2000-09-09
Dr. Dre,Forgot About Dre,13,26.0,2000-04-15
D'Angelo,Untitled (How Does It Feel),13,51.0,2000-04-15
"Messina, Jo Dee",That's The Way,13,30.0,2000-09-16
Avant,My First Love,13,38.0,2001-01-27
Son By Four,A Puro Dolor (Purest Of Pain),13,48.0,2000-07-01
Da Brat,What'Chu Like,13,36.0,2000-08-26
DMX,Party Up (Up In Here),13,27.0,2000-05-20
"Dixie Chicks, The",Cowboy Take Me Away,13,31.0,2000-02-19
"McGraw, Tim",My Next Thirty Years,13,33.0,2001-01-13
"Tritt, Travis",Best Of Intentions,13,28.0,2000-11-11
Alice Deejay,Better Off Alone,13,39.0,2000-07-01
Hoku,Another Dumb Blonde,13,80.0,2000-05-13
Counting Crows,Hanginaround,13,28.0,2000-01-29
Mary Mary,Shackles (Praise You),13,43.0,2000-06-17
"McGraw, Tim",My Best Friend,13,32.0,2000-02-19
Sugar Ray,Falls Apart,13,52.0,2000-04-08
"Jones, Donell",Where I Wanna Be,13,36.0,2000-07-15
"Paisley, Brad",We Danced,13,55.0,2001-01-06
Lonestar,What About Now,13,35.0,2000-09-02
"Backstreet Boys, The",The One,13,93.0,2000-08-19
"Keith, Toby",How Do You Like Me Now?!,13,35.0,2000-04-22
"Strait, George",The Best Day,13,31.0,2000-04-22
"Dixie Chicks, The",Without You,13,33.0,2000-12-30
Musiq,Just Friends (Sunny),13,35.0,2001-01-06
"McEntire, Reba",What Do You Say,13,33.0,2000-01-22
"Braxton, Toni",Just Be A Man About It,13,53.0,2000-10-21
"Iglesias, Enrique",Rhythm Divine,13,61.0,2000-02-26
"Fabian, Lara",I Will Love Again,13,68.0,2000-09-02
Bon Jovi,It's My Life,13,39.0,2000-11-04
"Evans, Sara",Born To Fly,13,44.0,2001-01-13
"Chesney, Kenny",I Lost It,13,42.0,2001-01-13
J-Shin,One Night Stand,13,47.0,2000-03-18
Eve,Love Is Blind,13,66.0,2000-04-01
Aaliyah,I Don't Wanna,13,38.0,2000-04-22
"Montgomery, John Michael",The Little Girl,13,45.0,2000-12-02
"Carter, Aaron",Aaron's Party (Come Get It),13,86.0,2000-11-18
"Vassar, Phil",Just Another Day In Paradise,13,46.0,2000-12-23
"Wills, Mark",Back At One,13,64.0,2000-04-08
Lucy Pearl,Dance Tonight,13,46.0,2000-08-12
"Jackson, Alan",It Must Be Love,13,40.0,2000-09-16
"Griggs, Andy",She's More,13,42.0,2000-06-03
No Doubt,Simple Kind Of Life,13,98.0,2000-09-23
"Jean, Wyclef",911,13,53.0,2000-12-30
Rascal Flatts,Prayin' For Daylight,13,46.0,2000-07-29
"Gilman, Billy",One Voice,13,40.0,2000-09-09
Lonestar,Smile,13,43.0,2000-03-11
"Rogers, Kenny",Buy Me A Rose,13,58.0,2000-06-03
"Lawrence, Tracy",Lessons Learned,13,50.0,2000-04-22
"Strait, George",Go On,13,49.0,2000-11-18
Sisqo,Got To Get It,13,50.0,2000-02-12
Baha Men,Who Let The Dogs Out,13,43.0,2000-10-14
"Walker, Clay",The Chain Of Love,13,57.0,2000-07-08
"McBride, Martina",Love's The Only House,13,50.0,2000-04-29
Amber,Sexual (Li Da Di),13,96.0,1999-10-09
"Tippin, Aaron",Kiss This,13,68.0,2000-11-18
SheDaisy,I Will.. But,13,52.0,2000-10-07
"Raye, Collin",Couldn't Last A Moment,13,44.0,2000-06-10
Black Rob,Whoa!,13,70.0,2000-05-27
"Jackson, Alan",Pop A Top,13,55.0,2000-02-05
"Black, Clint",Been There,13,53.0,2000-05-13
Common,The Light,13,70.0,2000-10-28
"Vassar, Phil",Carlene,13,59.0,2000-05-27
"Jackson, Alan",www.memory,13,77.0,2001-01-27
"Eastsidaz, The",G'D Up,13,90.0,2000-04-01
Ideal,Whatever,13,60.0,2000-09-02
"Thomas, Carl",Emotional,13,69.0,2001-02-17
Ginuwine,None Of Ur Friends Business,13,85.0,2000-03-04
"Davidson, Clay",Unconditional,13,49.0,2000-06-17
DMX,What You Want,13,49.0,2000-09-23
"John, Elton",Someday Out Of The Blue,13,98.0,2000-07-15
Mya,The Best Of Me,13,81.0,2000-07-08
"Heatherly, Eric",Flowers On The Wall,13,60.0,2000-07-22
Eminem,Stan,13,88.0,2001-01-27
"McEntire, Reba",I'll Be,13,53.0,2000-08-05
"Urban, Keith",Your Everything,13,84.0,2000-10-07
"Gill, Vince",Feels Like Love,13,55.0,2000-11-25
"Houston, Whitney",Could I Have This Kiss Forever,13,69.0,2000-09-09
"Williams, Robbie",Angels,13,81.0,2000-02-12
"Messina, Jo Dee",Because You Love Me,13,93.0,2000-04-22
"Keith, Toby",Country Comes To Town,13,81.0,2000-10-28
Beenie Man,Girls Dem Sugar,13,85.0,2001-01-13
"Hill, Faith",Let's Make Love,13,88.0,2000-11-04
3 Doors Down,Loser,13,61.0,2001-01-13
Brooks & Dunn,You'll Always Be Loved By Me,13,56.0,2000-09-02
"Chesney, Kenny",What I Need To Do,13,56.0,2000-06-24
"Stone, Angie",No More Rain (In This Cloud),13,71.0,2000-03-18
Da Brat,That's What I'm Looking For,13,90.0,2000-05-20
Papa Roach,Last Resort,13,65.0,2000-10-21
"Adams, Yolanda",Open My Heart,13,61.0,2000-11-18
Shyne,Bad Boyz,13,88.0,2000-12-02
R.E.M.,The Great Beyond,13,79.0,2000-03-18
"McGraw, Tim",Some Things Never Change,13,70.0,2000-08-05
"Henley, Don",Taking You Home,13,79.0,2000-09-16
Nas,You Owe Me,13,79.0,2000-06-17
Sister Hazel,Change Your Mind,13,94.0,2000-10-07
"McBride, Martina",There You Are,13,92.0,2000-12-02
M2M,Mirror Mirror,13,70.0,2000-06-24
Joe,Treat Her Like A Lady,13,85.0,2000-10-28
